YearStart,LocationAbbr,LocationDesc,Class,Topic,Data_Value,Break_Out_Category,Break_Out,Data_Value_TypeID,LocationId
2010,MT,Montana,Cardiovascular Diseases,Major Cardiovascular Disease,3259.0,Overall,Overall,Crude,30
2010,MT,Montana,Cardiovascular Diseases,Major Cardiovascular Disease,2700.0,Overall,Overall,AgeStdz,30
2010,NE,Nebraska,Cardiovascular Diseases,Major Cardiovascular Disease,3353.0,Overall,Overall,Crude,31
2010,NE,Nebraska,Cardiovascular Diseases,Major Cardiovascular Disease,3008.0,Overall,Overall,AgeStdz,31
2010,NV,Nevada,Cardiovascular Diseases,Major Cardiovascular Disease,2939.0,Overall,Overall,Crude,32
2010,NV,Nevada,Cardiovascular Diseases,Major Cardiovascular Disease,2808.0,Overall,Overall,AgeStdz,32
2010,NH,New Hampshire,Cardiovascular Diseases,Major Cardiovascular Disease,2879.0,Overall,Overall,Crude,33
2010,NH,New Hampshire,Cardiovascular Diseases,Major Cardiovascular Disease,2526.0,Overall,Overall,AgeStdz,33
2010,NJ,New Jersey,Cardiovascular Diseases,Major Cardiovascular Disease,3158.0,Overall,Overall,AgeStdz,34
2010,NJ,New Jersey,Cardiovascular Diseases,Major Cardiovascular Disease,3508.0,Overall,Overall,Crude,34
2010,NM,New Mexico,Cardiovascular Diseases,Major Cardiovascular Disease,2768.0,Overall,Overall,Crude,35
2010,NM,New Mexico,Cardiovascular Diseases,Major Cardiovascular Disease,2453.0,Overall,Overall,AgeStdz,35
2010,NY,New York,Cardiovascular Diseases,Major Cardiovascular Disease,3628.0,Overall,Overall,Crude,36
2010,NY,New York,Cardiovascular Diseases,Major Cardiovascular Disease,3318.0,Overall,Overall,AgeStdz,36
2010,NC,North Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,2912.0,Overall,Overall,AgeStdz,37
2010,NC,North Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,3162.0,Overall,Overall,Crude,37
2010,ND,North Dakota,Cardiovascular Diseases,Major Cardiovascular Disease,3629.0,Overall,Overall,Crude,38
2010,ND,North Dakota,Cardiovascular Diseases,Major Cardiovascular Disease,3217.0,Overall,Overall,AgeStdz,38
2010,OH,Ohio,Cardiovascular Diseases,Major Cardiovascular Disease,3893.0,Overall,Overall,Crude,39
2010,OH,Ohio,Cardiovascular Diseases,Major Cardiovascular Disease,3381.0,Overall,Overall,AgeStdz,39
2010,OK,Oklahoma,Cardiovascular Diseases,Major Cardiovascular Disease,4259.0,Overall,Overall,Crude,40
2010,OK,Oklahoma,Cardiovascular Diseases,Major Cardiovascular Disease,3841.0,Overall,Overall,AgeStdz,40
2010,OR,Oregon,Cardiovascular Diseases,Major Cardiovascular Disease,2559.0,Overall,Overall,AgeStdz,41
2010,OR,Oregon,Cardiovascular Diseases,Major Cardiovascular Disease,2953.0,Overall,Overall,Crude,41
2010,PA,Pennsylvania,Cardiovascular Diseases,Major Cardiovascular Disease,4081.0,Overall,Overall,Crude,42
2010,PA,Pennsylvania,Cardiovascular Diseases,Major Cardiovascular Disease,3390.0,Overall,Overall,AgeStdz,42
2010,RI,Rhode Island,Cardiovascular Diseases,Major Cardiovascular Disease,3521.0,Overall,Overall,Crude,44
2010,RI,Rhode Island,Cardiovascular Diseases,Major Cardiovascular Disease,3091.0,Overall,Overall,AgeStdz,44
2010,SC,South Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,3079.0,Overall,Overall,AgeStdz,45
2010,SC,South Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,3470.0,Overall,Overall,Crude,45
2010,SD,South Dakota,Cardiovascular Diseases,Major Cardiovascular Disease,3597.0,Overall,Overall,Crude,46
2010,SD,South Dakota,Cardiovascular Diseases,Major Cardiovascular Disease,3102.0,Overall,Overall,AgeStdz,46
2010,TN,Tennessee,Cardiovascular Diseases,Major Cardiovascular Disease,3888.0,Overall,Overall,Crude,47
2010,TN,Tennessee,Cardiovascular Diseases,Major Cardiovascular Disease,3485.0,Overall,Overall,AgeStdz,47
2010,TX,Texas,Cardiovascular Diseases,Major Cardiovascular Disease,2750.0,Overall,Overall,Crude,48
2010,TX,Texas,Cardiovascular Diseases,Major Cardiovascular Disease,2916.0,Overall,Overall,AgeStdz,48
2010,UT,Utah,Cardiovascular Diseases,Major Cardiovascular Disease,2376.0,Overall,Overall,AgeStdz,49
2010,UT,Utah,Cardiovascular Diseases,Major Cardiovascular Disease,2037.0,Overall,Overall,Crude,49
2010,VT,Vermont,Cardiovascular Diseases,Major Cardiovascular Disease,2624.0,Overall,Overall,AgeStdz,50
2010,VT,Vermont,Cardiovascular Diseases,Major Cardiovascular Disease,3120.0,Overall,Overall,Crude,50
2010,VA,Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,2886.0,Overall,Overall,Crude,51
2010,VA,Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,2774.0,Overall,Overall,AgeStdz,51
2010,WA,Washington,Cardiovascular Diseases,Major Cardiovascular Disease,2752.0,Overall,Overall,Crude,53
2010,WA,Washington,Cardiovascular Diseases,Major Cardiovascular Disease,2600.0,Overall,Overall,AgeStdz,53
2010,WV,West Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,4416.0,Overall,Overall,Crude,54
2010,WV,West Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,3517.0,Overall,Overall,AgeStdz,54
2010,WI,Wisconsin,Cardiovascular Diseases,Major Cardiovascular Disease,3375.0,Overall,Overall,Crude,55
2010,WI,Wisconsin,Cardiovascular Diseases,Major Cardiovascular Disease,3008.0,Overall,Overall,AgeStdz,55
2010,WY,Wyoming,Cardiovascular Diseases,Major Cardiovascular Disease,2653.0,Overall,Overall,AgeStdz,56
2010,WY,Wyoming,Cardiovascular Diseases,Major Cardiovascular Disease,2848.0,Overall,Overall,Crude,56
2010,US,United States,Cardiovascular Diseases,Major Cardiovascular Disease,3050.0,Overall,Overall,AgeStdz,59
2010,US,United States,Cardiovascular Diseases,Major Cardiovascular Disease,3312.0,Overall,Overall,Crude,59
2011,AL,Alabama,Cardiovascular Diseases,Major Cardiovascular Disease,4207.0,Overall,Overall,Crude,1
2011,AL,Alabama,Cardiovascular Diseases,Major Cardiovascular Disease,3692.0,Overall,Overall,AgeStdz,1
2011,AK,Alaska,Cardiovascular Diseases,Major Cardiovascular Disease,1814.0,Overall,Overall,Crude,2
2011,AK,Alaska,Cardiovascular Diseases,Major Cardiovascular Disease,2087.0,Overall,Overall,AgeStdz,2
2011,AZ,Arizona,Cardiovascular Diseases,Major Cardiovascular Disease,2887.0,Overall,Overall,Crude,4
2011,AZ,Arizona,Cardiovascular Diseases,Major Cardiovascular Disease,2492.0,Overall,Overall,AgeStdz,4
2011,AR,Arkansas,Cardiovascular Diseases,Major Cardiovascular Disease,4186.0,Overall,Overall,Crude,5
2011,AR,Arkansas,Cardiovascular Diseases,Major Cardiovascular Disease,3588.0,Overall,Overall,AgeStdz,5
2011,CA,California,Cardiovascular Diseases,Major Cardiovascular Disease,2809.0,Overall,Overall,Crude,6
2011,CA,California,Cardiovascular Diseases,Major Cardiovascular Disease,2803.0,Overall,Overall,AgeStdz,6
2011,CO,Colorado,Cardiovascular Diseases,Major Cardiovascular Disease,2173.0,Overall,Overall,Crude,8
2011,CO,Colorado,Cardiovascular Diseases,Major Cardiovascular Disease,2165.0,Overall,Overall,AgeStdz,8
2011,CT,Connecticut,Cardiovascular Diseases,Major Cardiovascular Disease,3270.0,Overall,Overall,Crude,9
2011,CT,Connecticut,Cardiovascular Diseases,Major Cardiovascular Disease,2810.0,Overall,Overall,AgeStdz,9
2011,DE,Delaware,Cardiovascular Diseases,Major Cardiovascular Disease,3328.0,Overall,Overall,Crude,10
2011,DE,Delaware,Cardiovascular Diseases,Major Cardiovascular Disease,2817.0,Overall,Overall,AgeStdz,10
2011,DC,"Washington, DC",Cardiovascular Diseases,Major Cardiovascular Disease,2895.0,Overall,Overall,Crude,11
2011,DC,"Washington, DC",Cardiovascular Diseases,Major Cardiovascular Disease,3297.0,Overall,Overall,AgeStdz,11
2011,FL,Florida,Cardiovascular Diseases,Major Cardiovascular Disease,3518.0,Overall,Overall,Crude,12
2011,FL,Florida,Cardiovascular Diseases,Major Cardiovascular Disease,2712.0,Overall,Overall,AgeStdz,12
2011,GA,Georgia,Cardiovascular Diseases,Major Cardiovascular Disease,2881.0,Overall,Overall,AgeStdz,13
2011,GA,Georgia,Cardiovascular Diseases,Major Cardiovascular Disease,2856.0,Overall,Overall,Crude,13
2011,HI,Hawaii,Cardiovascular Diseases,Major Cardiovascular Disease,2911.0,Overall,Overall,Crude,15
2011,HI,Hawaii,Cardiovascular Diseases,Major Cardiovascular Disease,2484.0,Overall,Overall,AgeStdz,15
2011,ID,Idaho,Cardiovascular Diseases,Major Cardiovascular Disease,2642.0,Overall,Overall,AgeStdz,16
2011,ID,Idaho,Cardiovascular Diseases,Major Cardiovascular Disease,2938.0,Overall,Overall,Crude,16
2011,IL,Illinois,Cardiovascular Diseases,Major Cardiovascular Disease,3095.0,Overall,Overall,AgeStdz,17
2011,IL,Illinois,Cardiovascular Diseases,Major Cardiovascular Disease,3314.0,Overall,Overall,Crude,17
2011,IN,Indiana,Cardiovascular Diseases,Major Cardiovascular Disease,3585.0,Overall,Overall,Crude,18
2011,IN,Indiana,Cardiovascular Diseases,Major Cardiovascular Disease,3241.0,Overall,Overall,AgeStdz,18
2011,IA,Iowa,Cardiovascular Diseases,Major Cardiovascular Disease,3784.0,Overall,Overall,Crude,19
2011,IA,Iowa,Cardiovascular Diseases,Major Cardiovascular Disease,3166.0,Overall,Overall,AgeStdz,19
2011,KS,Kansas,Cardiovascular Diseases,Major Cardiovascular Disease,3430.0,Overall,Overall,Crude,20
2011,KS,Kansas,Cardiovascular Diseases,Major Cardiovascular Disease,3076.0,Overall,Overall,AgeStdz,20
2011,KY,Kentucky,Cardiovascular Diseases,Major Cardiovascular Disease,3376.0,Overall,Overall,AgeStdz,21
2011,KY,Kentucky,Cardiovascular Diseases,Major Cardiovascular Disease,3793.0,Overall,Overall,Crude,21
2011,LA,Louisiana,Cardiovascular Diseases,Major Cardiovascular Disease,3630.0,Overall,Overall,Crude,22
2011,LA,Louisiana,Cardiovascular Diseases,Major Cardiovascular Disease,3414.0,Overall,Overall,AgeStdz,22
2011,ME,Maine,Cardiovascular Diseases,Major Cardiovascular Disease,3290.0,Overall,Overall,Crude,23
2011,ME,Maine,Cardiovascular Diseases,Major Cardiovascular Disease,2563.0,Overall,Overall,AgeStdz,23
2011,MD,Maryland,Cardiovascular Diseases,Major Cardiovascular Disease,2872.0,Overall,Overall,AgeStdz,24
2011,MD,Maryland,Cardiovascular Diseases,Major Cardiovascular Disease,3056.0,Overall,Overall,Crude,24
2011,MA,Massachusetts,Cardiovascular Diseases,Major Cardiovascular Disease,2952.0,Overall,Overall,Crude,25
2011,MA,Massachusetts,Cardiovascular Diseases,Major Cardiovascular Disease,2628.0,Overall,Overall,AgeStdz,25
2011,MI,Michigan,Cardiovascular Diseases,Major Cardiovascular Disease,3923.0,Overall,Overall,Crude,26
2011,MI,Michigan,Cardiovascular Diseases,Major Cardiovascular Disease,3380.0,Overall,Overall,AgeStdz,26
2011,MN,Minnesota,Cardiovascular Diseases,Major Cardiovascular Disease,2309.0,Overall,Overall,AgeStdz,27
2011,MN,Minnesota,Cardiovascular Diseases,Major Cardiovascular Disease,2536.0,Overall,Overall,Crude,27
2011,MS,Mississippi,Cardiovascular Diseases,Major Cardiovascular Disease,3895.0,Overall,Overall,AgeStdz,28
2011,MS,Mississippi,Cardiovascular Diseases,Major Cardiovascular Disease,4275.0,Overall,Overall,Crude,28
2011,MO,Missouri,Cardiovascular Diseases,Major Cardiovascular Disease,3379.0,Overall,Overall,AgeStdz,29
2011,MO,Missouri,Cardiovascular Diseases,Major Cardiovascular Disease,3884.0,Overall,Overall,Crude,29
2011,MT,Montana,Cardiovascular Diseases,Major Cardiovascular Disease,3280.0,Overall,Overall,Crude,30
2011,MT,Montana,Cardiovascular Diseases,Major Cardiovascular Disease,2668.0,Overall,Overall,AgeStdz,30
2011,NE,Nebraska,Cardiovascular Diseases,Major Cardiovascular Disease,3233.0,Overall,Overall,Crude,31
2011,NE,Nebraska,Cardiovascular Diseases,Major Cardiovascular Disease,2866.0,Overall,Overall,AgeStdz,31
2011,NV,Nevada,Cardiovascular Diseases,Major Cardiovascular Disease,3062.0,Overall,Overall,Crude,32
2011,NV,Nevada,Cardiovascular Diseases,Major Cardiovascular Disease,2859.0,Overall,Overall,AgeStdz,32
2011,NH,New Hampshire,Cardiovascular Diseases,Major Cardiovascular Disease,2915.0,Overall,Overall,Crude,33
2011,NH,New Hampshire,Cardiovascular Diseases,Major Cardiovascular Disease,2505.0,Overall,Overall,AgeStdz,33
2011,NJ,New Jersey,Cardiovascular Diseases,Major Cardiovascular Disease,3041.0,Overall,Overall,AgeStdz,34
2011,NJ,New Jersey,Cardiovascular Diseases,Major Cardiovascular Disease,3422.0,Overall,Overall,Crude,34
2011,NM,New Mexico,Cardiovascular Diseases,Major Cardiovascular Disease,2763.0,Overall,Overall,Crude,35
2011,NM,New Mexico,Cardiovascular Diseases,Major Cardiovascular Disease,2411.0,Overall,Overall,AgeStdz,35
2011,NY,New York,Cardiovascular Diseases,Major Cardiovascular Disease,3218.0,Overall,Overall,AgeStdz,36
2011,NY,New York,Cardiovascular Diseases,Major Cardiovascular Disease,3566.0,Overall,Overall,Crude,36
2011,NC,North Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,2785.0,Overall,Overall,AgeStdz,37
2011,NC,North Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,3078.0,Overall,Overall,Crude,37
2011,ND,North Dakota,Cardiovascular Diseases,Major Cardiovascular Disease,3291.0,Overall,Overall,Crude,38
2011,ND,North Dakota,Cardiovascular Diseases,Major Cardiovascular Disease,2902.0,Overall,Overall,AgeStdz,38
2011,OH,Ohio,Cardiovascular Diseases,Major Cardiovascular Disease,3895.0,Overall,Overall,Crude,39
2011,OH,Ohio,Cardiovascular Diseases,Major Cardiovascular Disease,3330.0,Overall,Overall,AgeStdz,39
2011,OK,Oklahoma,Cardiovascular Diseases,Major Cardiovascular Disease,4187.0,Overall,Overall,Crude,40
2011,OK,Oklahoma,Cardiovascular Diseases,Major Cardiovascular Disease,3737.0,Overall,Overall,AgeStdz,40
2011,OR,Oregon,Cardiovascular Diseases,Major Cardiovascular Disease,2989.0,Overall,Overall,Crude,41
2011,OR,Oregon,Cardiovascular Diseases,Major Cardiovascular Disease,2541.0,Overall,Overall,AgeStdz,41
2011,PA,Pennsylvania,Cardiovascular Diseases,Major Cardiovascular Disease,4129.0,Overall,Overall,Crude,42
2011,PA,Pennsylvania,Cardiovascular Diseases,Major Cardiovascular Disease,3391.0,Overall,Overall,AgeStdz,42
2011,RI,Rhode Island,Cardiovascular Diseases,Major Cardiovascular Disease,3529.0,Overall,Overall,Crude,44
2011,RI,Rhode Island,Cardiovascular Diseases,Major Cardiovascular Disease,3066.0,Overall,Overall,AgeStdz,44
2011,SC,South Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,2981.0,Overall,Overall,AgeStdz,45
2011,SC,South Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,3425.0,Overall,Overall,Crude,45
2011,SD,South Dakota,Cardiovascular Diseases,Major Cardiovascular Disease,3636.0,Overall,Overall,Crude,46
2011,SD,South Dakota,Cardiovascular Diseases,Major Cardiovascular Disease,3098.0,Overall,Overall,AgeStdz,46
2011,TN,Tennessee,Cardiovascular Diseases,Major Cardiovascular Disease,3788.0,Overall,Overall,Crude,47
2011,TN,Tennessee,Cardiovascular Diseases,Major Cardiovascular Disease,3348.0,Overall,Overall,AgeStdz,47
2011,TX,Texas,Cardiovascular Diseases,Major Cardiovascular Disease,2671.0,Overall,Overall,Crude,48
2011,TX,Texas,Cardiovascular Diseases,Major Cardiovascular Disease,2789.0,Overall,Overall,AgeStdz,48
2011,UT,Utah,Cardiovascular Diseases,Major Cardiovascular Disease,2398.0,Overall,Overall,AgeStdz,49
2011,UT,Utah,Cardiovascular Diseases,Major Cardiovascular Disease,2094.0,Overall,Overall,Crude,49
2011,VT,Vermont,Cardiovascular Diseases,Major Cardiovascular Disease,2496.0,Overall,Overall,AgeStdz,50
2011,VT,Vermont,Cardiovascular Diseases,Major Cardiovascular Disease,3031.0,Overall,Overall,Crude,50
2011,VA,Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,2844.0,Overall,Overall,Crude,51
2011,VA,Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,2689.0,Overall,Overall,AgeStdz,51
2011,WA,Washington,Cardiovascular Diseases,Major Cardiovascular Disease,2689.0,Overall,Overall,Crude,53
2011,WA,Washington,Cardiovascular Diseases,Major Cardiovascular Disease,2495.0,Overall,Overall,AgeStdz,53
2011,WV,West Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,4358.0,Overall,Overall,Crude,54
2011,WV,West Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,3438.0,Overall,Overall,AgeStdz,54
2011,WI,Wisconsin,Cardiovascular Diseases,Major Cardiovascular Disease,3382.0,Overall,Overall,Crude,55
2011,WI,Wisconsin,Cardiovascular Diseases,Major Cardiovascular Disease,2958.0,Overall,Overall,AgeStdz,55
2011,WY,Wyoming,Cardiovascular Diseases,Major Cardiovascular Disease,2532.0,Overall,Overall,AgeStdz,56
2011,WY,Wyoming,Cardiovascular Diseases,Major Cardiovascular Disease,2782.0,Overall,Overall,Crude,56
2011,US,United States,Cardiovascular Diseases,Major Cardiovascular Disease,3273.0,Overall,Overall,Crude,59
2011,US,United States,Cardiovascular Diseases,Major Cardiovascular Disease,2968.0,Overall,Overall,AgeStdz,59
2012,AL,Alabama,Cardiovascular Diseases,Major Cardiovascular Disease,4217.0,Overall,Overall,Crude,1
2012,AL,Alabama,Cardiovascular Diseases,Major Cardiovascular Disease,3657.0,Overall,Overall,AgeStdz,1
2012,AK,Alaska,Cardiovascular Diseases,Major Cardiovascular Disease,1934.0,Overall,Overall,AgeStdz,2
2012,AK,Alaska,Cardiovascular Diseases,Major Cardiovascular Disease,1735.0,Overall,Overall,Crude,2
2012,AZ,Arizona,Cardiovascular Diseases,Major Cardiovascular Disease,2868.0,Overall,Overall,Crude,4
2012,AZ,Arizona,Cardiovascular Diseases,Major Cardiovascular Disease,2440.0,Overall,Overall,AgeStdz,4
2012,AR,Arkansas,Cardiovascular Diseases,Major Cardiovascular Disease,4264.0,Overall,Overall,Crude,5
2012,AR,Arkansas,Cardiovascular Diseases,Major Cardiovascular Disease,3615.0,Overall,Overall,AgeStdz,5
2012,CA,California,Cardiovascular Diseases,Major Cardiovascular Disease,2777.0,Overall,Overall,Crude,6
2012,CA,California,Cardiovascular Diseases,Major Cardiovascular Disease,2724.0,Overall,Overall,AgeStdz,6
2012,CO,Colorado,Cardiovascular Diseases,Major Cardiovascular Disease,2107.0,Overall,Overall,AgeStdz,8
2012,CO,Colorado,Cardiovascular Diseases,Major Cardiovascular Disease,2162.0,Overall,Overall,Crude,8
2012,CT,Connecticut,Cardiovascular Diseases,Major Cardiovascular Disease,3255.0,Overall,Overall,Crude,9
2012,CT,Connecticut,Cardiovascular Diseases,Major Cardiovascular Disease,2763.0,Overall,Overall,AgeStdz,9
2012,DE,Delaware,Cardiovascular Diseases,Major Cardiovascular Disease,3238.0,Overall,Overall,Crude,10
2012,DE,Delaware,Cardiovascular Diseases,Major Cardiovascular Disease,2707.0,Overall,Overall,AgeStdz,10
2012,DC,"Washington, DC",Cardiovascular Diseases,Major Cardiovascular Disease,3062.0,Overall,Overall,Crude,11
2012,DC,"Washington, DC",Cardiovascular Diseases,Major Cardiovascular Disease,3482.0,Overall,Overall,AgeStdz,11
2012,FL,Florida,Cardiovascular Diseases,Major Cardiovascular Disease,2709.0,Overall,Overall,AgeStdz,12
2012,FL,Florida,Cardiovascular Diseases,Major Cardiovascular Disease,3553.0,Overall,Overall,Crude,12
2012,GA,Georgia,Cardiovascular Diseases,Major Cardiovascular Disease,2826.0,Overall,Overall,AgeStdz,13
2012,GA,Georgia,Cardiovascular Diseases,Major Cardiovascular Disease,2855.0,Overall,Overall,Crude,13
2012,HI,Hawaii,Cardiovascular Diseases,Major Cardiovascular Disease,2959.0,Overall,Overall,Crude,15
2012,HI,Hawaii,Cardiovascular Diseases,Major Cardiovascular Disease,2488.0,Overall,Overall,AgeStdz,15
2012,ID,Idaho,Cardiovascular Diseases,Major Cardiovascular Disease,2524.0,Overall,Overall,AgeStdz,16
2012,ID,Idaho,Cardiovascular Diseases,Major Cardiovascular Disease,2871.0,Overall,Overall,Crude,16
2012,IL,Illinois,Cardiovascular Diseases,Major Cardiovascular Disease,3248.0,Overall,Overall,Crude,17
2012,IL,Illinois,Cardiovascular Diseases,Major Cardiovascular Disease,2982.0,Overall,Overall,AgeStdz,17
2012,IN,Indiana,Cardiovascular Diseases,Major Cardiovascular Disease,3626.0,Overall,Overall,Crude,18
2012,IN,Indiana,Cardiovascular Diseases,Major Cardiovascular Disease,3227.0,Overall,Overall,AgeStdz,18
2012,IA,Iowa,Cardiovascular Diseases,Major Cardiovascular Disease,3857.0,Overall,Overall,Crude,19
2012,IA,Iowa,Cardiovascular Diseases,Major Cardiovascular Disease,3183.0,Overall,Overall,AgeStdz,19
2012,KS,Kansas,Cardiovascular Diseases,Major Cardiovascular Disease,3481.0,Overall,Overall,Crude,20
2012,KS,Kansas,Cardiovascular Diseases,Major Cardiovascular Disease,3079.0,Overall,Overall,AgeStdz,20
2012,KY,Kentucky,Cardiovascular Diseases,Major Cardiovascular Disease,3347.0,Overall,Overall,AgeStdz,21
