YearStart,LocationAbbr,LocationDesc,Class,Topic,Data_Value,Break_Out_Category,Break_Out,Data_Value_TypeID,LocationId
2010,KS,Kansas,Cardiovascular Diseases,Major Cardiovascular Disease,5119.0,Age,35,Crude,20
2010,KS,Kansas,Cardiovascular Diseases,Major Cardiovascular Disease,2.897,Age,75,Crude,20
2010,KY,Kentucky,Cardiovascular Diseases,Major Cardiovascular Disease,347.0,Age,25-44,Crude,21
2010,KY,Kentucky,Cardiovascular Diseases,Major Cardiovascular Disease,2139.0,Age,45-64,Crude,21
2010,KY,Kentucky,Cardiovascular Diseases,Major Cardiovascular Disease,1.6287,Age,65,Crude,21
2010,KY,Kentucky,Cardiovascular Diseases,Major Cardiovascular Disease,5252.0,Age,35,Crude,21
2010,KY,Kentucky,Cardiovascular Diseases,Major Cardiovascular Disease,2.8854,Age,75,Crude,21
2010,LA,Louisiana,Cardiovascular Diseases,Major Cardiovascular Disease,406.0,Age,25-44,Crude,22
2010,LA,Louisiana,Cardiovascular Diseases,Major Cardiovascular Disease,2395.0,Age,45-64,Crude,22
2010,LA,Louisiana,Cardiovascular Diseases,Major Cardiovascular Disease,1.7233,Age,65,Crude,22
2010,LA,Louisiana,Cardiovascular Diseases,Major Cardiovascular Disease,5556.0,Age,35,Crude,22
2010,LA,Louisiana,Cardiovascular Diseases,Major Cardiovascular Disease,3.0001,Age,75,Crude,22
2010,ME,Maine,Cardiovascular Diseases,Major Cardiovascular Disease,168.0,Age,25-44,Crude,23
2010,ME,Maine,Cardiovascular Diseases,Major Cardiovascular Disease,1130.0,Age,45-64,Crude,23
2010,ME,Maine,Cardiovascular Diseases,Major Cardiovascular Disease,1.3785,Age,65,Crude,23
2010,ME,Maine,Cardiovascular Diseases,Major Cardiovascular Disease,4316.0,Age,35,Crude,23
2010,ME,Maine,Cardiovascular Diseases,Major Cardiovascular Disease,2.4547,Age,75,Crude,23
2010,MD,Maryland,Cardiovascular Diseases,Major Cardiovascular Disease,52.0,Age,18-24,Crude,24
2010,MD,Maryland,Cardiovascular Diseases,Major Cardiovascular Disease,234.0,Age,25-44,Crude,24
2010,MD,Maryland,Cardiovascular Diseases,Major Cardiovascular Disease,1628.0,Age,45-64,Crude,24
2010,MD,Maryland,Cardiovascular Diseases,Major Cardiovascular Disease,1.5456,Age,65,Crude,24
2010,MD,Maryland,Cardiovascular Diseases,Major Cardiovascular Disease,4468.0,Age,35,Crude,24
2010,MD,Maryland,Cardiovascular Diseases,Major Cardiovascular Disease,2.7689,Age,75,Crude,24
2010,MA,Massachusetts,Cardiovascular Diseases,Major Cardiovascular Disease,29.0,Age,18-24,Crude,25
2010,MA,Massachusetts,Cardiovascular Diseases,Major Cardiovascular Disease,152.0,Age,25-44,Crude,25
2010,MA,Massachusetts,Cardiovascular Diseases,Major Cardiovascular Disease,1048.0,Age,45-64,Crude,25
2010,MA,Massachusetts,Cardiovascular Diseases,Major Cardiovascular Disease,1.4791,Age,65,Crude,25
2010,MA,Massachusetts,Cardiovascular Diseases,Major Cardiovascular Disease,4296.0,Age,35,Crude,25
2010,MA,Massachusetts,Cardiovascular Diseases,Major Cardiovascular Disease,2.5857,Age,75,Crude,25
2010,MI,Michigan,Cardiovascular Diseases,Major Cardiovascular Disease,30.0,Age,18-24,Crude,26
2010,MI,Michigan,Cardiovascular Diseases,Major Cardiovascular Disease,249.0,Age,25-44,Crude,26
2010,MI,Michigan,Cardiovascular Diseases,Major Cardiovascular Disease,1776.0,Age,45-64,Crude,26
2010,MI,Michigan,Cardiovascular Diseases,Major Cardiovascular Disease,1.7614,Age,65,Crude,26
2010,MI,Michigan,Cardiovascular Diseases,Major Cardiovascular Disease,5453.0,Age,35,Crude,26
2010,MI,Michigan,Cardiovascular Diseases,Major Cardiovascular Disease,3.115,Age,75,Crude,26
2010,MN,Minnesota,Cardiovascular Diseases,Major Cardiovascular Disease,130.0,Age,25-44,Crude,27
2010,MN,Minnesota,Cardiovascular Diseases,Major Cardiovascular Disease,924.0,Age,45-64,Crude,27
2010,MN,Minnesota,Cardiovascular Diseases,Major Cardiovascular Disease,1.266,Age,65,Crude,27
2010,MN,Minnesota,Cardiovascular Diseases,Major Cardiovascular Disease,3620.0,Age,35,Crude,27
2010,MN,Minnesota,Cardiovascular Diseases,Major Cardiovascular Disease,2.2612,Age,75,Crude,27
2010,MS,Mississippi,Cardiovascular Diseases,Major Cardiovascular Disease,435.0,Age,25-44,Crude,28
2010,MS,Mississippi,Cardiovascular Diseases,Major Cardiovascular Disease,2858.0,Age,45-64,Crude,28
2010,MS,Mississippi,Cardiovascular Diseases,Major Cardiovascular Disease,1.8946,Age,65,Crude,28
2010,MS,Mississippi,Cardiovascular Diseases,Major Cardiovascular Disease,6356.0,Age,35,Crude,28
2010,MS,Mississippi,Cardiovascular Diseases,Major Cardiovascular Disease,3.2963,Age,75,Crude,28
2010,MO,Missouri,Cardiovascular Diseases,Major Cardiovascular Disease,34.0,Age,18-24,Crude,29
2010,MO,Missouri,Cardiovascular Diseases,Major Cardiovascular Disease,252.0,Age,25-44,Crude,29
2010,MO,Missouri,Cardiovascular Diseases,Major Cardiovascular Disease,1894.0,Age,45-64,Crude,29
2010,MO,Missouri,Cardiovascular Diseases,Major Cardiovascular Disease,1.7018,Age,65,Crude,29
2010,MO,Missouri,Cardiovascular Diseases,Major Cardiovascular Disease,5517.0,Age,35,Crude,29
2010,MO,Missouri,Cardiovascular Diseases,Major Cardiovascular Disease,2.9902,Age,75,Crude,29
2010,MT,Montana,Cardiovascular Diseases,Major Cardiovascular Disease,178.0,Age,25-44,Crude,30
2010,MT,Montana,Cardiovascular Diseases,Major Cardiovascular Disease,1337.0,Age,45-64,Crude,30
2010,MT,Montana,Cardiovascular Diseases,Major Cardiovascular Disease,1.4053,Age,65,Crude,30
2010,MT,Montana,Cardiovascular Diseases,Major Cardiovascular Disease,4542.0,Age,35,Crude,30
2010,MT,Montana,Cardiovascular Diseases,Major Cardiovascular Disease,2.5755,Age,75,Crude,30
2010,NE,Nebraska,Cardiovascular Diseases,Major Cardiovascular Disease,148.0,Age,25-44,Crude,31
2010,NE,Nebraska,Cardiovascular Diseases,Major Cardiovascular Disease,1201.0,Age,45-64,Crude,31
2010,NE,Nebraska,Cardiovascular Diseases,Major Cardiovascular Disease,1.5988,Age,65,Crude,31
2010,NE,Nebraska,Cardiovascular Diseases,Major Cardiovascular Disease,4861.0,Age,35,Crude,31
2010,NE,Nebraska,Cardiovascular Diseases,Major Cardiovascular Disease,2.7296,Age,75,Crude,31
2010,NV,Nevada,Cardiovascular Diseases,Major Cardiovascular Disease,247.0,Age,25-44,Crude,32
2010,NV,Nevada,Cardiovascular Diseases,Major Cardiovascular Disease,1965.0,Age,45-64,Crude,32
2010,NV,Nevada,Cardiovascular Diseases,Major Cardiovascular Disease,1.3515,Age,65,Crude,32
2010,NV,Nevada,Cardiovascular Diseases,Major Cardiovascular Disease,4227.0,Age,35,Crude,32
2010,NV,Nevada,Cardiovascular Diseases,Major Cardiovascular Disease,2.5417,Age,75,Crude,32
2010,NH,New Hampshire,Cardiovascular Diseases,Major Cardiovascular Disease,124.0,Age,25-44,Crude,33
2010,NH,New Hampshire,Cardiovascular Diseases,Major Cardiovascular Disease,942.0,Age,45-64,Crude,33
2010,NH,New Hampshire,Cardiovascular Diseases,Major Cardiovascular Disease,1.4187,Age,65,Crude,33
2010,NH,New Hampshire,Cardiovascular Diseases,Major Cardiovascular Disease,3880.0,Age,35,Crude,33
2010,NH,New Hampshire,Cardiovascular Diseases,Major Cardiovascular Disease,2.5853,Age,75,Crude,33
2010,NJ,New Jersey,Cardiovascular Diseases,Major Cardiovascular Disease,180.0,Age,25-44,Crude,34
2010,NJ,New Jersey,Cardiovascular Diseases,Major Cardiovascular Disease,1302.0,Age,45-64,Crude,34
2010,NJ,New Jersey,Cardiovascular Diseases,Major Cardiovascular Disease,1.6819,Age,65,Crude,34
2010,NJ,New Jersey,Cardiovascular Diseases,Major Cardiovascular Disease,4844.0,Age,35,Crude,34
2010,NJ,New Jersey,Cardiovascular Diseases,Major Cardiovascular Disease,2.9716,Age,75,Crude,34
2010,NM,New Mexico,Cardiovascular Diseases,Major Cardiovascular Disease,118.0,Age,25-44,Crude,35
2010,NM,New Mexico,Cardiovascular Diseases,Major Cardiovascular Disease,1318.0,Age,45-64,Crude,35
2010,NM,New Mexico,Cardiovascular Diseases,Major Cardiovascular Disease,1.2733,Age,65,Crude,35
2010,NM,New Mexico,Cardiovascular Diseases,Major Cardiovascular Disease,3977.0,Age,35,Crude,35
2010,NM,New Mexico,Cardiovascular Diseases,Major Cardiovascular Disease,2.3914,Age,75,Crude,35
2010,NY,New York,Cardiovascular Diseases,Major Cardiovascular Disease,39.0,Age,18-24,Crude,36
2010,NY,New York,Cardiovascular Diseases,Major Cardiovascular Disease,179.0,Age,25-44,Crude,36
2010,NY,New York,Cardiovascular Diseases,Major Cardiovascular Disease,1399.0,Age,45-64,Crude,36
2010,NY,New York,Cardiovascular Diseases,Major Cardiovascular Disease,1.7658,Age,65,Crude,36
2010,NY,New York,Cardiovascular Diseases,Major Cardiovascular Disease,5221.0,Age,35,Crude,36
2010,NY,New York,Cardiovascular Diseases,Major Cardiovascular Disease,3.1114,Age,75,Crude,36
2010,NC,North Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,42.0,Age,18-24,Crude,37
2010,NC,North Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,215.0,Age,25-44,Crude,37
2010,NC,North Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,1749.0,Age,45-64,Crude,37
2010,NC,North Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,1.4529,Age,65,Crude,37
2010,NC,North Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,4501.0,Age,35,Crude,37
2010,NC,North Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,2.6118,Age,75,Crude,37
2010,ND,North Dakota,Cardiovascular Diseases,Major Cardiovascular Disease,144.0,Age,25-44,Crude,38
2010,ND,North Dakota,Cardiovascular Diseases,Major Cardiovascular Disease,1303.0,Age,45-64,Crude,38
2010,ND,North Dakota,Cardiovascular Diseases,Major Cardiovascular Disease,1.6836,Age,65,Crude,38
2010,ND,North Dakota,Cardiovascular Diseases,Major Cardiovascular Disease,5392.0,Age,35,Crude,38
2010,ND,North Dakota,Cardiovascular Diseases,Major Cardiovascular Disease,2.7913,Age,75,Crude,38
2010,OH,Ohio,Cardiovascular Diseases,Major Cardiovascular Disease,45.0,Age,18-24,Crude,39
2010,OH,Ohio,Cardiovascular Diseases,Major Cardiovascular Disease,243.0,Age,25-44,Crude,39
2010,OH,Ohio,Cardiovascular Diseases,Major Cardiovascular Disease,1777.0,Age,45-64,Crude,39
2010,OH,Ohio,Cardiovascular Diseases,Major Cardiovascular Disease,1.7146,Age,65,Crude,39
2010,OH,Ohio,Cardiovascular Diseases,Major Cardiovascular Disease,5416.0,Age,35,Crude,39
2010,OH,Ohio,Cardiovascular Diseases,Major Cardiovascular Disease,2.965,Age,75,Crude,39
2010,OK,Oklahoma,Cardiovascular Diseases,Major Cardiovascular Disease,344.0,Age,25-44,Crude,40
2010,OK,Oklahoma,Cardiovascular Diseases,Major Cardiovascular Disease,2403.0,Age,45-64,Crude,40
2010,OK,Oklahoma,Cardiovascular Diseases,Major Cardiovascular Disease,1.8397,Age,65,Crude,40
2010,OK,Oklahoma,Cardiovascular Diseases,Major Cardiovascular Disease,6159.0,Age,35,Crude,40
2010,OK,Oklahoma,Cardiovascular Diseases,Major Cardiovascular Disease,3.2567,Age,75,Crude,40
2010,OR,Oregon,Cardiovascular Diseases,Major Cardiovascular Disease,115.0,Age,25-44,Crude,41
2010,OR,Oregon,Cardiovascular Diseases,Major Cardiovascular Disease,1064.0,Age,45-64,Crude,41
2010,OR,Oregon,Cardiovascular Diseases,Major Cardiovascular Disease,1.4026,Age,65,Crude,41
2010,OR,Oregon,Cardiovascular Diseases,Major Cardiovascular Disease,4186.0,Age,35,Crude,41
2010,OR,Oregon,Cardiovascular Diseases,Major Cardiovascular Disease,2.5866,Age,75,Crude,41
2010,PA,Pennsylvania,Cardiovascular Diseases,Major Cardiovascular Disease,32.0,Age,18-24,Crude,42
2010,PA,Pennsylvania,Cardiovascular Diseases,Major Cardiovascular Disease,199.0,Age,25-44,Crude,42
2010,PA,Pennsylvania,Cardiovascular Diseases,Major Cardiovascular Disease,1520.0,Age,45-64,Crude,42
2010,PA,Pennsylvania,Cardiovascular Diseases,Major Cardiovascular Disease,1.753,Age,65,Crude,42
2010,PA,Pennsylvania,Cardiovascular Diseases,Major Cardiovascular Disease,5646.0,Age,35,Crude,42
2010,PA,Pennsylvania,Cardiovascular Diseases,Major Cardiovascular Disease,2.9629,Age,75,Crude,42
2010,RI,Rhode Island,Cardiovascular Diseases,Major Cardiovascular Disease,133.0,Age,25-44,Crude,44
2010,RI,Rhode Island,Cardiovascular Diseases,Major Cardiovascular Disease,1150.0,Age,45-64,Crude,44
2010,RI,Rhode Island,Cardiovascular Diseases,Major Cardiovascular Disease,1.6703,Age,65,Crude,44
2010,RI,Rhode Island,Cardiovascular Diseases,Major Cardiovascular Disease,5003.0,Age,35,Crude,44
2010,RI,Rhode Island,Cardiovascular Diseases,Major Cardiovascular Disease,2.7991,Age,75,Crude,44
2010,SC,South Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,46.0,Age,18-24,Crude,45
2010,SC,South Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,356.0,Age,25-44,Crude,45
2010,SC,South Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,2275.0,Age,45-64,Crude,45
2010,SC,South Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,1.4212,Age,65,Crude,45
2010,SC,South Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,4913.0,Age,35,Crude,45
2010,SC,South Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,2.5608,Age,75,Crude,45
2010,SD,South Dakota,Cardiovascular Diseases,Major Cardiovascular Disease,156.0,Age,25-44,Crude,46
2010,SD,South Dakota,Cardiovascular Diseases,Major Cardiovascular Disease,1296.0,Age,45-64,Crude,46
2010,SD,South Dakota,Cardiovascular Diseases,Major Cardiovascular Disease,1.6172,Age,65,Crude,46
2010,SD,South Dakota,Cardiovascular Diseases,Major Cardiovascular Disease,5149.0,Age,35,Crude,46
2010,SD,South Dakota,Cardiovascular Diseases,Major Cardiovascular Disease,2.7913,Age,75,Crude,46
2010,TN,Tennessee,Cardiovascular Diseases,Major Cardiovascular Disease,49.0,Age,18-24,Crude,47
2010,TN,Tennessee,Cardiovascular Diseases,Major Cardiovascular Disease,346.0,Age,25-44,Crude,47
2010,TN,Tennessee,Cardiovascular Diseases,Major Cardiovascular Disease,2251.0,Age,45-64,Crude,47
2010,TN,Tennessee,Cardiovascular Diseases,Major Cardiovascular Disease,1.6803,Age,65,Crude,47
2010,TN,Tennessee,Cardiovascular Diseases,Major Cardiovascular Disease,5468.0,Age,35,Crude,47
2010,TN,Tennessee,Cardiovascular Diseases,Major Cardiovascular Disease,3.0142,Age,75,Crude,47
2010,TX,Texas,Cardiovascular Diseases,Major Cardiovascular Disease,31.0,Age,18-24,Crude,48
2010,TX,Texas,Cardiovascular Diseases,Major Cardiovascular Disease,198.0,Age,25-44,Crude,48
2010,TX,Texas,Cardiovascular Diseases,Major Cardiovascular Disease,1665.0,Age,45-64,Crude,48
2010,TX,Texas,Cardiovascular Diseases,Major Cardiovascular Disease,1.4853,Age,65,Crude,48
2010,TX,Texas,Cardiovascular Diseases,Major Cardiovascular Disease,4122.0,Age,35,Crude,48
2010,TX,Texas,Cardiovascular Diseases,Major Cardiovascular Disease,2.7079,Age,75,Crude,48
2010,UT,Utah,Cardiovascular Diseases,Major Cardiovascular Disease,134.0,Age,25-44,Crude,49
2010,UT,Utah,Cardiovascular Diseases,Major Cardiovascular Disease,945.0,Age,45-64,Crude,49
2010,UT,Utah,Cardiovascular Diseases,Major Cardiovascular Disease,1.2908,Age,65,Crude,49
2010,UT,Utah,Cardiovascular Diseases,Major Cardiovascular Disease,3379.0,Age,35,Crude,49
2010,UT,Utah,Cardiovascular Diseases,Major Cardiovascular Disease,2.4092,Age,75,Crude,49
2010,VT,Vermont,Cardiovascular Diseases,Major Cardiovascular Disease,1058.0,Age,45-64,Crude,50
2010,VT,Vermont,Cardiovascular Diseases,Major Cardiovascular Disease,1.4507,Age,65,Crude,50
2010,VT,Vermont,Cardiovascular Diseases,Major Cardiovascular Disease,4278.0,Age,35,Crude,50
2010,VT,Vermont,Cardiovascular Diseases,Major Cardiovascular Disease,2.6696,Age,75,Crude,50
2010,VA,Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,25.0,Age,18-24,Crude,51
2010,VA,Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,197.0,Age,25-44,Crude,51
2010,VA,Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,1456.0,Age,45-64,Crude,51
2010,VA,Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,1.4418,Age,65,Crude,51
2010,VA,Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,4142.0,Age,35,Crude,51
2010,VA,Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,2.6402,Age,75,Crude,51
2010,WA,Washington,Cardiovascular Diseases,Major Cardiovascular Disease,137.0,Age,25-44,Crude,53
2010,WA,Washington,Cardiovascular Diseases,Major Cardiovascular Disease,1163.0,Age,45-64,Crude,53
2010,WA,Washington,Cardiovascular Diseases,Major Cardiovascular Disease,1.4152,Age,65,Crude,53
2010,WA,Washington,Cardiovascular Diseases,Major Cardiovascular Disease,3954.0,Age,35,Crude,53
2010,WA,Washington,Cardiovascular Diseases,Major Cardiovascular Disease,2.6666,Age,75,Crude,53
2010,WV,West Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,288.0,Age,25-44,Crude,54
2010,WV,West Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,1928.0,Age,45-64,Crude,54
2010,WV,West Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,1.775,Age,65,Crude,54
2010,WV,West Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,5978.0,Age,35,Crude,54
